canonical_id,game_code,bruns_long_name,canonical_p1,canonical_p2,canonical_8vec,nash_count,dominance_level,is_symmetric,canon_l1_p1,canon_l1_p2,nagel_p_id,nagel_p_paired,nagel_perspective,nagel_matrix_code,nagel_lk_type,nagel_lk_type_description,nagel_emp_class,nagel_emp_class_description,nagel_rgg_class,nagel_rgg_class_description,nagel_swap_sr,nagel_swap_sc,nagel_role_relative_to_canonical,nagel_frac_choose_A,nagel_frac_choose_act0_canonical,nagel_entropy_binary,nagel_entropy_4outcome,nagel_utility_efficiency,nagel_quality_level,nagel_n_pure_NE,nagel_p1_has_dominant,nagel_p2_has_dominant,clean_grif_n_games,clean_grif_p1_mean,clean_grif_p2_mean,clean_grif_p1_std,clean_grif_p2_std,clean_grif_game_ids,dominance_profile,iesds_depth,num_pure_ne,pure_ne_cells,ne_pareto_rankable,ne_distributional_conflict,payoff_variance,payoff_conflict,p1_maximin_action,p2_maximin_action,joint_maximin_cell,maximin_is_ne,maximin_to_ne_action_distance,maximin_to_ne_payoff_distance,l1_action_p1,l1_action_p2,l2_action_p1,l2_action_p2,near_equal_split_cell,pareto_efficient_cells,source,frac_choose_A,entropy_binary,lk_type,emp_class,up_choice,topology,delta_norm,dominant_action_p1,dominant_action_p2,nash_action_p1,nash_action_p2,payoff_dominant_ne_p1,payoff_dominant_ne_p2,risk_dominant_ne_p1,risk_dominant_ne_p2,l0_action_p1,l0_action_p2,cooperative_action_p1,cooperative_action_p2,canonical_action_p1,canonical_action_p2,complexity_score,complexity_score_n_components,delta1_uniform,delta1_canonical,abs_delta1,sign_delta1c,llm_rank_8vec,mgn_rank_8vec,mgn_p_paired,payoff_scale_llm,payoff_scale_mgn,payoff_scale_griffiths,nagel_pcanon,grif_rank_clean
82,HaPc,AsymHarmony,"3,4,1,2","1,4,2,3","3,4,1,2,1,4,2,3",1,1,False,0,1,5,82,P5,34121423,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,False,P1,0.904656319,0.904656319,0.4541,0.8069,0.9047,0.9335,1,True,True,2,0.9277777777777778,0.9422764227642276,0.0235702260395515,0.0126474383626863,17;137,0,1,1,"(0,1)",,,1.25,0.6000000000000001,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,1)","(0,1)",bruns,,,,,,,,0.0,1.0,0.0,1.0,,,,,0,1,,,0,1,-0.4233901974057255,3,2.0,2.0,2.0,1,"3,4,1,2,1,4,2,3","3,4,1,2,1,4,2,3",82,rank_1to4_pm1,rank_1to4,cardinal,0.904656319,True
83,HaPd,AltruistType,"3,4,1,2","4,3,2,1","3,4,1,2,4,3,2,1",1,1,False,0,0,8,85,P8,34124321,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,False,P1,0.920177384,0.920177384,0.4016,1.0759,0.9202,0.8226,1,True,True,2,0.8946648426812585,0.2402255640526315,0.0174116580866727,0.2185119449616318,95;124,0,1,1,"(0,0)",,,1.25,0.3999999999999999,0,0,"(0,0)",True,0.0,0.0,0,0,0,0,"(0,0)","(0,0);(0,1)",bruns,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,,,0,0,-0.5388602512436508,3,2.0,2.0,2.0,1,"3,4,1,2,4,3,2,1","3,4,1,2,4,3,2,1",85,rank_1to4_pm1,rank_1to4,cardinal,0.920177384,True
84,HaSh,Harmony-Hunt,"3,4,1,2","3,4,2,1","3,4,1,2,3,4,2,1",1,1,False,0,-1,2,80,P2,34123421,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.929046563,0.929046563,0.3695,1.3665,0.929,0.5322,1,True,False,0,,,,,,1,1,1,"(0,1)",,,1.25,0.2,0,0,"(0,0)",False,1.0,2.0,0,-1,-1,1,"(0,0)","(0,1)",bruns,,,,,,,,0.0,,0.0,1.0,,,,,0,1,,,0,1,-0.6543303050815759,3,2.0,2.0,2.0,1,"3,4,1,2,3,4,2,1","3,4,1,2,3,4,2,1",80,rank_1to4_pm1,rank_1to4,cardinal,0.929046563,False
85,HrAs,,"3,1,2,4","2,4,3,1","3,1,2,4,2,4,3,1",0,0,False,1,-1,67,137,P67,24313124,MP,Matching pennies — no pure NE; Lk(α) cycles through all 4 outcomes,A4,Level-k(α) class: 8 MP games; L1(α) breaks ties; frequencies cluster around L1(α) prediction,H,Hero / anti-coordination: no dominant strategies; no pure NE; pure conflict (18 perspectives),True,False,P1,0.7827051,0.2172948999999999,0.7552,1.5777,0.7827,0.2572,0,False,False,0,,,,,,2,0,0,,,,1.25,2.0,1,0,"(1,0)",False,,,1,-1,-1,0,"(0,0)","(0,0);(0,1);(1,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,1,0,0.68329601758822,3,-1.0,1.0,1.0,1,"3,1,2,4,2,4,3,1","2,4,3,1,3,1,2,4",137,rank_1to4_pm1,rank_1to4,cardinal,0.7827051,False
86,HrBa,QuasiBattle,"3,1,2,4","4,2,1,3","3,1,2,4,4,2,1,3",2,0,False,1,-1,63,133,P63,24311342,CO1,Coordination type 1 — two pure NE; L1(α) selects one equilibrium (1 outcome),B3,Breakaway: 2 CO1 games (Battle of Sexes-like); Lk(α)→NE favoring one player; other NE favors other,E,Exploitation / discoordination: no dominant strategies; related to matching pennies (9 perspectives),True,False,P1,0.729490022,0.270509978,0.8422,1.8113,0.7295,0.3969,2,False,False,0,,,,,,2,0,2,"(0,0);(1,1)",False,True,1.25,0.3999999999999999,1,1,"(1,1)",True,0.0,0.0,1,-1,-1,1,"(0,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,1.0,1.0,1,0,,,1,1,0.069651690163614,4,-1.0,1.0,1.0,1,"3,1,2,4,4,2,1,3","2,4,3,1,1,3,4,2",133,rank_1to4_pm1,rank_1to4,cardinal,0.729490022,False
87,HrCh,Hero-Chicken,"3,1,2,4","4,3,1,2","3,1,2,4,4,3,1,2",2,0,False,1,-1,66,136,P66,42132134,CO1,Coordination type 1 — two pure NE; L1(α) selects one equilibrium (1 outcome),B3,Breakaway: 2 CO1 games (Battle of Sexes-like); Lk(α)→NE favoring one player; other NE favors other,E,Exploitation / discoordination: no dominant strategies; related to matching pennies (9 perspectives),True,True,P1,0.649667406,0.350332594,0.9344,1.9325,0.6497,0.4745,2,False,False,0,,,,,,2,0,2,"(0,0);(1,1)",False,True,1.25,1.0,1,1,"(1,1)",True,0.0,0.0,1,-1,-1,1,"(0,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,1.0,1.0,1,0,,,1,1,0.3294593112989456,4,-1.0,1.0,1.0,1,"3,1,2,4,4,3,1,2","4,2,1,3,2,1,3,4",136,rank_1to4_pm1,rank_1to4,cardinal,0.6496674060000001,False
88,HrCm,,"3,1,2,4","4,1,3,2","3,1,2,4,4,1,3,2",1,2,False,1,0,107,32,P107,24313241,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,False,P1,0.682926829,0.317073171,0.9012,1.2455,0.6829,0.9357,1,False,True,6,0.3948622402890696,0.1464233482242139,0.1270437062223557,0.0919020709019653,354;382;388;425;437;717,1,2,1,"(0,0)",,,1.25,0.6000000000000001,1,0,"(1,0)",False,1.0,2.0,1,0,0,0,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,0.0,0.0,0.0,,,,,1,0,,,0,0,0.048014323385306,3,-1.0,-1.0,1.0,0,"3,1,2,4,4,1,3,2","2,4,3,1,3,2,4,1",32,rank_1to4_pm1,rank_1to4,cardinal,0.317073171,True
89,HrCo,,"3,1,2,4","1,4,3,2","3,1,2,4,1,4,3,2",0,0,False,1,1,65,135,P65,24313214,MP,Matching pennies — no pure NE; Lk(α) cycles through all 4 outcomes,A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",H,Hero / anti-coordination: no dominant strategies; no pure NE; pure conflict (18 perspectives),True,False,P1,0.858093126,0.141906874,0.5892,1.3943,0.8581,0.7539,0,False,False,0,,,,,,2,0,0,,,,1.25,1.7999999999999998,1,1,"(1,1)",False,,,1,1,1,0,"(1,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,1,1,0.5678259637502947,3,-1.0,1.0,1.0,1,"3,1,2,4,1,4,3,2","2,4,3,1,3,2,1,4",135,rank_1to4_pm1,rank_1to4,cardinal,0.858093126,False
90,HrDl,,"3,1,2,4","4,2,3,1","3,1,2,4,4,2,3,1",1,2,False,1,0,87,10,P87,24313142,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,False,P1,0.594235033,0.405764967,0.9742,1.4137,0.5942,0.9091,1,False,True,6,0.4023650476129267,0.1081823657368082,0.1097712125466382,0.0557424224714938,148;220;327;496;622;692,1,2,1,"(0,0)",,,1.25,1.2,1,0,"(1,0)",False,1.0,2.0,1,0,0,0,"(0,0)","(0,0);(1,1)",bruns,,,,,,,,,0.0,0.0,0.0,,,,,1,0,,,0,0,0.3944244848990815,3,-1.0,-1.0,1.0,0,"3,1,2,4,4,2,3,1","2,4,3,1,3,1,4,2",10,rank_1to4_pm1,rank_1to4,cardinal,0.405764967,True
91,HrHa,,"3,1,2,4","2,4,1,3","3,1,2,4,2,4,1,3",1,2,False,1,1,95,18,P95,24311324,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,True,False,P1,0.838137472,0.161862528,0.6387,1.1,0.8381,0.9024,1,False,True,7,0.1549812144456281,0.8522408283505332,0.0659610549903037,0.0616048510673709,172;440;444;477;593;660;719,1,2,1,"(1,1)",,,1.25,1.2,1,1,"(1,1)",True,0.0,0.0,1,1,1,1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,1.0,1.0,1.0,,,,,1,1,,,1,1,0.3944244848990815,3,-1.0,1.0,1.0,1,"3,1,2,4,2,4,1,3","2,4,3,1,1,3,2,4",18,rank_1to4_pm1,rank_1to4,cardinal,0.838137472,True
92,HrHr,Hero,"3,1,2,4","4,1,2,3","3,1,2,4,4,1,2,3",2,0,True,1,0,62,62,P62,24312341,CO2,"Coordination type 2 — two pure NE; Lk(α) cycles through all 4 outcomes, never reaching NE",B4,Breakaway: 1 CO2 game (Battle of Sexes-like); each NE is NES for different player; L1(α) fails to coordinate,E,Exploitation / discoordination: no dominant strategies; related to matching pennies (9 perspectives),True,False,P1,0.818181818,0.181818182,0.684,1.3681,0.8182,0.8182,2,False,False,20,0.3578248299428975,0.3390051290942344,0.1353353833335192,0.1349285905203359,43;392;582;760;814;836;904;932;955;971;975;985;989;1007;1019;1069;1071;1083;1102;1119,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,1,0,"(1,0)",False,1.0,3.0,1,0,0,1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,1,0,-0.0169508502148298,4,-1.0,1.0,1.0,1,"3,1,2,4,4,1,2,3","2,4,3,1,2,3,4,1",62,rank_1to4_pm1,rank_1to4,cardinal,0.818181818,True
93,HrNc,,"3,1,2,4","3,4,1,2","3,1,2,4,3,4,1,2",1,2,False,1,1,127,54,P127,24311234,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),B1,Breakaway: 4 games (DD+OD1) incl. Prisoner's Dilemma; NE ≠ NES; ~30% cooperate (off-equilibrium),O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,True,False,P1,0.707317073,0.292682927,0.8722,1.7852,0.7073,0.6718,1,False,True,7,0.2496810509347139,0.8157786246060228,0.1337308989576013,0.089912077016453,11;179;204;216;363;489;549,1,2,1,"(1,1)",,,1.25,1.4,1,1,"(1,1)",True,0.0,0.0,1,1,1,1,"(0,0)","(0,0);(0,1);(1,1)",bruns,,,,,,,,,1.0,1.0,1.0,,,,,1,1,,,1,1,0.5098945387370066,3,-1.0,1.0,1.0,1,"3,1,2,4,3,4,1,2","2,4,3,1,1,2,3,4",54,rank_1to4_pm1,rank_1to4,cardinal,0.707317073,True
94,HrPc,,"3,1,2,4","1,4,2,3","3,1,2,4,1,4,2,3",1,2,False,1,1,113,39,P113,24312314,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,True,False,P1,0.862527716,0.137472284,0.5776,1.0933,0.8625,0.8847,1,False,True,5,0.1404493009648059,0.9007729918368216,0.0762818338602139,0.0588096040626993,599;694;725;778;844,1,2,1,"(1,1)",,,1.25,1.4,1,1,"(1,1)",True,0.0,0.0,1,1,1,1,"(1,0)","(0,1);(1,1)",bruns,,,,,,,,,1.0,1.0,1.0,,,,,1,1,,,1,1,0.5098945387370066,3,-1.0,1.0,1.0,1,"3,1,2,4,1,4,2,3","2,4,3,1,2,3,1,4",39,rank_1to4_pm1,rank_1to4,cardinal,0.862527716,True
95,HrPd,,"3,1,2,4","4,3,2,1","3,1,2,4,4,3,2,1",1,2,False,1,0,122,49,P122,42131234,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,True,P1,0.66962306,0.3303769399999999,0.9153,1.301,0.6696,0.9246,1,False,True,6,0.3777259777259776,0.1790263598150569,0.15851464607796,0.0926316019539718,186;412;430;449;465;589,1,2,1,"(0,0)",,,1.25,1.4,1,0,"(1,0)",False,1.0,3.0,1,0,0,0,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,0.0,0.0,0.0,,,,,1,0,,,0,0,0.5098945387370066,3,-1.0,-1.0,1.0,0,"3,1,2,4,4,3,2,1","4,2,1,3,1,2,3,4",49,rank_1to4_pm1,rank_1to4,cardinal,0.3303769399999999,True
96,HrSh,,"3,1,2,4","3,4,2,1","3,1,2,4,3,4,2,1",0,0,False,1,-1,68,138,P68,24312134,MP,Matching pennies — no pure NE; Lk(α) cycles through all 4 outcomes,A4,Level-k(α) class: 8 MP games; L1(α) breaks ties; frequencies cluster around L1(α) prediction,H,Hero / anti-coordination: no dominant strategies; no pure NE; pure conflict (18 perspectives),True,False,P1,0.705099778,0.294900222,0.875,1.6004,0.7051,0.2018,0,False,False,0,,,,,,2,0,0,,,,1.25,1.7999999999999998,1,0,"(1,0)",False,,,1,-1,-1,0,"(0,0)","(0,0);(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,1,0,0.5678259637502947,3,-1.0,1.0,1.0,1,"3,1,2,4,3,4,2,1","2,4,3,1,2,1,3,4",138,rank_1to4_pm1,rank_1to4,cardinal,0.705099778,False
97,NcAs,Mutualism,"2,4,1,3","2,4,3,1","2,4,1,3,2,4,3,1",1,1,False,0,-1,45,118,P45,24132431,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.922394678,0.922394678,0.3937,1.3936,0.9224,0.4945,1,True,False,0,,,,,,1,1,1,"(0,1)",,,1.25,0.8,0,0,"(0,0)",False,1.0,4.0,0,-1,-1,1,"(0,0)","(0,1)",bruns,,,,,,,,0.0,,0.0,1.0,,,,,0,1,,,0,1,-0.3079201435678004,3,1.0,1.0,1.0,1,"2,4,1,3,2,4,3,1","2,4,1,3,2,4,3,1",118,rank_1to4_pm1,rank_1to4,cardinal,0.922394678,False
98,NcBa,Samson,"2,4,1,3","4,2,1,3","2,4,1,3,4,2,1,3",1,1,False,0,-1,51,124,P51,24134213,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,False,False,P1,0.687361419,0.687361419,0.8962,1.8046,0.6874,0.3237,1,True,False,0,,,,,,1,1,1,"(0,0)",,,1.25,0.8,0,1,"(0,1)",False,1.0,4.0,0,-1,-1,0,"(1,0)","(0,0);(0,1);(1,1)",bruns,,,,,,,,0.0,,0.0,0.0,,,,,0,0,,,0,0,-0.3079201435678004,3,1.0,1.0,1.0,1,"2,4,1,3,4,2,1,3","2,4,1,3,4,2,1,3",124,rank_1to4_pm1,rank_1to4,cardinal,0.687361419,False
99,NcCh,Hegemony,"2,4,1,3","4,3,1,2","2,4,1,3,4,3,1,2",1,1,False,0,-1,47,120,P47,24134312,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,False,False,P1,0.793791574,0.793791574,0.7342,1.6402,0.7938,0.3215,1,True,False,0,,,,,,1,1,1,"(0,0)",,,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,3.0,0,-1,-1,0,"(1,0)","(0,0);(0,1)",bruns,,,,,,,,0.0,,0.0,0.0,,,,,0,0,,,0,0,-0.4233901974057255,3,1.0,1.0,1.0,1,"2,4,1,3,4,3,1,2","2,4,1,3,4,3,1,2",120,rank_1to4_pm1,rank_1to4,cardinal,0.793791574,False
100,NcCm,Hostage,"2,4,1,3","4,1,3,2","2,4,1,3,4,1,3,2",1,1,False,0,0,111,37,P111,24134132,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,False,P1,0.840354767,0.840354767,0.6335,1.2341,0.8404,0.8537,1,True,True,2,0.7587719298245614,0.2992577597840755,0.1054457480716781,0.0605955203850819,41;213,0,1,1,"(0,0)",,,1.25,1.7999999999999998,0,0,"(0,0)",True,0.0,0.0,0,0,0,0,"(1,1)","(0,0);(0,1);(1,1)",bruns,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,,,0,0,0.2694301256218253,3,1.0,1.0,1.0,1,"2,4,1,3,4,1,3,2","2,4,1,3,4,1,3,2",37,rank_1to4_pm1,rank_1to4,cardinal,0.840354767,True
101,NcCo,Concord-Coordination,"2,4,1,3","1,4,3,2","2,4,1,3,1,4,3,2",1,1,False,0,1,46,119,P46,24131432,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.909090909,0.909090909,0.4395,1.0287,0.9091,0.8581,1,True,False,8,0.8584858779855385,0.8994111181611182,0.0678405695634461,0.0367405207489386,55;446;634;669;695;824;888;927,1,1,1,"(0,1)",,,1.25,0.6000000000000001,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,1)","(0,1)",bruns,,,,,,,,0.0,,0.0,1.0,,,,,0,1,,,0,1,-0.4233901974057255,3,1.0,1.0,1.0,1,"2,4,1,3,1,4,3,2","2,4,1,3,1,4,3,2",119,rank_1to4_pm1,rank_1to4,cardinal,0.909090909,True
102,NcDl,BlackmailType,"2,4,1,3","4,2,3,1","2,4,1,3,4,2,3,1",1,1,False,0,0,93,16,P93,24134231,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,False,P1,0.88691796,0.88691796,0.5091,1.1426,0.8869,0.8404,1,True,True,2,0.8685152055384616,0.247104247104247,0.0771619209292623,0.1474276686643767,38;78,0,1,1,"(0,0)",,,1.25,1.6,0,0,"(0,0)",True,0.0,0.0,0,0,0,0,"(0,0)","(0,0);(0,1)",bruns,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,,,0,0,0.1539600717839002,3,1.0,1.0,1.0,1,"2,4,1,3,4,2,3,1","2,4,1,3,4,2,3,1",16,rank_1to4_pm1,rank_1to4,cardinal,0.88691796,True
103,NcHa,PureHarmony,"2,4,1,3","2,4,1,3","2,4,1,3,2,4,1,3",1,1,False,0,1,79,1,P79,24132413,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,False,P1,0.917960089,0.917960089,0.4093,0.7274,0.918,0.9424,1,True,True,3,0.8935786435786436,0.9433648223121908,0.0792510331053085,0.0267534570494369,200;246;519,0,1,1,"(0,1)",,,1.25,0.0,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,0)","(0,1)",bruns,,,,,,,,0.0,1.0,0.0,1.0,,,,,0,1,,,0,1,-0.7698003589195012,3,1.0,1.0,1.0,1,"2,4,1,3,2,4,1,3","2,4,1,3,2,4,1,3",1,rank_1to4_pm1,rank_1to4,cardinal,0.917960089,True
104,NcHr,Delilah,"2,4,1,3","4,1,2,3","2,4,1,3,4,1,2,3",1,1,False,0,0,54,127,P54,24134123,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),B1,Breakaway: 4 games (DD+OD1) incl. Prisoner's Dilemma; NE ≠ NES; ~30% cooperate (off-equilibrium),O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,False,False,P1,0.671840355,0.671840355,0.913,1.7852,0.6718,0.7073,1,True,False,8,0.7753418879619624,0.320037155280911,0.1042599168234102,0.0914809415826918,307;316;346;526;598;834;876;896,1,1,1,"(0,0)",,,1.25,1.4,0,0,"(0,0)",True,0.0,0.0,0,0,0,0,"(1,1)","(0,0);(0,1);(1,1)",bruns,,,,,,,,0.0,,0.0,0.0,,,,,0,0,,,0,0,0.0384900179459749,3,1.0,1.0,1.0,1,"2,4,1,3,4,1,2,3","2,4,1,3,4,1,2,3",127,rank_1to4_pm1,rank_1to4,cardinal,0.671840355,True
105,NcNc,Concord,"2,4,1,3","3,4,1,2","2,4,1,3,3,4,1,2",1,1,True,0,1,43,43,P43,24133412,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,False,P1,0.849223947,0.849223947,0.6118,1.2236,0.8492,0.8492,1,True,True,3,0.8925925925925927,0.9393939393939394,0.0931833009289564,0.0524863881081477,173;270;487,0,1,1,"(0,1)",,,1.25,0.2,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,1)","(0,1)",bruns,,,,,,,,0.0,1.0,0.0,1.0,,,,,0,1,,,0,1,-0.6543303050815759,3,1.0,1.0,1.0,1,"2,4,1,3,3,4,1,2","2,4,1,3,3,4,1,2",43,rank_1to4_pm1,rank_1to4,cardinal,0.849223947,True
106,NcPc,Concord-Peace,"2,4,1,3","1,4,2,3","2,4,1,3,1,4,2,3",1,1,False,0,1,100,24,P100,24131423,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,False,P1,0.88691796,0.88691796,0.5091,0.8534,0.8869,0.9357,1,True,True,2,0.9045416316232128,0.8544749823819591,0.0374665493816254,0.0084713285977245,112;344,0,1,1,"(0,1)",,,1.25,0.2,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,1)","(0,1)",bruns,,,,,,,,0.0,1.0,0.0,1.0,,,,,0,1,,,0,1,-0.6543303050815759,3,1.0,1.0,1.0,1,"2,4,1,3,1,4,2,3","2,4,1,3,1,4,2,3",24,rank_1to4_pm1,rank_1to4,cardinal,0.88691796,True
107,NcPd,HegemonType,"2,4,1,3","4,3,2,1","2,4,1,3,4,3,2,1",1,1,False,0,0,48,121,P48,24134321,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,False,P1,0.88248337,0.88248337,0.5222,1.3378,0.8825,0.7472,1,True,True,3,0.9044566544566544,0.2760846560846561,0.0397517476702447,0.1428784228712657,290;509;520,0,1,1,"(0,0)",,,1.25,1.0,0,0,"(0,0)",True,0.0,0.0,0,0,0,0,"(0,1)","(0,0);(0,1)",bruns,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,,,0,0,-0.1924500897298753,3,1.0,1.0,1.0,1,"2,4,1,3,4,3,2,1","2,4,1,3,4,3,2,1",121,rank_1to4_pm1,rank_1to4,cardinal,0.88248337,True
108,NcSh,Anticipation,"2,4,1,3","3,4,2,1","2,4,1,3,3,4,2,1",1,1,False,0,-1,44,117,P44,24133421,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.889135255,0.889135255,0.5025,1.4947,0.8891,0.5521,1,True,False,0,,,,,,1,1,1,"(0,1)",,,1.25,0.6000000000000001,0,0,"(0,0)",False,1.0,3.0,0,-1,-1,1,"(0,1)","(0,1)",bruns,,,,,,,,0.0,,0.0,1.0,,,,,0,1,,,0,1,-0.4233901974057255,3,1.0,1.0,1.0,1,"2,4,1,3,3,4,2,1","2,4,1,3,3,4,2,1",117,rank_1to4_pm1,rank_1to4,cardinal,0.889135255,False
