period,model,game,seed,condition,trait_p1,trait_p2,real0,pref0,n_rounds
round1,qwen_instruct,HaPc,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.21759071126772855,1
round10,qwen_instruct,HaPc,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.24951687440431683,1
all10,qwen_instruct,HaPd,100,baseline,baseline,baseline,1.0,0.9662150460230657,10
round1,qwen_instruct,HaPd,100,baseline,baseline,baseline,1.0,0.9892687870470206,1
round10,qwen_instruct,HaPd,100,baseline,baseline,baseline,1.0,0.856400905217969,1
all10,qwen_instruct,HaPd,100,inequity_aversion_typeA,inequity_aversion,baseline,0.8,0.7455974494311308,10
round1,qwen_instruct,HaPd,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9958322000048773,1
round10,qwen_instruct,HaPd,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.8832743396879387,1
all10,qwen_instruct,HaPd,100,level1_typeA,level1,baseline,1.0,0.9244149328172592,10
round1,qwen_instruct,HaPd,100,level1_typeA,level1,baseline,1.0,0.9807077635703925,1
round10,qwen_instruct,HaPd,100,level1_typeA,level1,baseline,1.0,0.9392375407763675,1
all10,qwen_instruct,HaPd,100,level2_typeA,level2,baseline,0.5,0.4442489028289315,10
round1,qwen_instruct,HaPd,100,level2_typeA,level2,baseline,1.0,0.6445660084705258,1
round10,qwen_instruct,HaPd,100,level2_typeA,level2,baseline,1.0,0.6168479188506567,1
all10,qwen_instruct,HaPd,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.8172582521278807,10
round1,qwen_instruct,HaPd,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9153632853066931,1
round10,qwen_instruct,HaPd,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.5592439467926116,1
all10,qwen_instruct,HaPd,100,maximin_typeA,maximin,baseline,1.0,0.9480447704948662,10
round1,qwen_instruct,HaPd,100,maximin_typeA,maximin,baseline,1.0,0.994053848092044,1
round10,qwen_instruct,HaPd,100,maximin_typeA,maximin,baseline,1.0,0.9514868289000094,1
all10,qwen_instruct,HaPd,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9634745498472552,10
round1,qwen_instruct,HaPd,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9953077667722322,1
round10,qwen_instruct,HaPd,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.870429579278002,1
all10,qwen_instruct,HaPd,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.6456220961515393,10
round1,qwen_instruct,HaPd,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.6513548624797679,1
round10,qwen_instruct,HaPd,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.609789697785185,1
all10,qwen_instruct,HaPd,200,baseline,baseline,baseline,1.0,0.9877799292507007,10
round1,qwen_instruct,HaPd,200,baseline,baseline,baseline,1.0,0.9976974394487258,1
round10,qwen_instruct,HaPd,200,baseline,baseline,baseline,1.0,0.9456867619581146,1
all10,qwen_instruct,HaPd,200,inequity_aversion_typeA,inequity_aversion,baseline,0.9,0.7637046831990565,10
round1,qwen_instruct,HaPd,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9958322002434697,1
round10,qwen_instruct,HaPd,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.7448684326092393,1
all10,qwen_instruct,HaPd,200,level1_typeA,level1,baseline,1.0,0.9907236903108977,10
round1,qwen_instruct,HaPd,200,level1_typeA,level1,baseline,1.0,0.9987289853774721,1
round10,qwen_instruct,HaPd,200,level1_typeA,level1,baseline,1.0,0.9828358439825037,1
all10,qwen_instruct,HaPd,200,level2_typeA,level2,baseline,0.7,0.6553754225925237,10
round1,qwen_instruct,HaPd,200,level2_typeA,level2,baseline,1.0,0.9892687871173232,1
round10,qwen_instruct,HaPd,200,level2_typeA,level2,baseline,0.0,0.25513155129170073,1
all10,qwen_instruct,HaPd,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9938746675919523,10
round1,qwen_instruct,HaPd,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9953077580403208,1
round10,qwen_instruct,HaPd,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9915231691716838,1
all10,qwen_instruct,HaPd,200,maximin_typeA,maximin,baseline,1.0,0.9816501862663323,10
round1,qwen_instruct,HaPd,200,maximin_typeA,maximin,baseline,1.0,0.9991103651146204,1
round10,qwen_instruct,HaPd,200,maximin_typeA,maximin,baseline,1.0,0.9566958766553254,1
all10,qwen_instruct,HaPd,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9981024573054059,10
round1,qwen_instruct,HaPd,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9995642884425392,1
round10,qwen_instruct,HaPd,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9904617065343231,1
all10,qwen_instruct,HaPd,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.48218830960247727,10
round1,qwen_instruct,HaPd,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.49255998284771424,1
round10,qwen_instruct,HaPd,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.4481045425806208,1
all10,qwen_instruct,HaPd,300,baseline,baseline,baseline,1.0,0.9423595621928736,10
round1,qwen_instruct,HaPd,300,baseline,baseline,baseline,1.0,0.9514868310972977,1
round10,qwen_instruct,HaPd,300,baseline,baseline,baseline,1.0,0.7448684446820147,1
all10,qwen_instruct,HaPd,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.8389553065470847,10
round1,qwen_instruct,HaPd,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9970802519851504,1
round10,qwen_instruct,HaPd,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5592439568305024,1
all10,qwen_instruct,HaPd,300,level1_typeA,level1,baseline,1.0,0.9309367113117689,10
round1,qwen_instruct,HaPd,300,level1_typeA,level1,baseline,1.0,0.9924673919649831,1
round10,qwen_instruct,HaPd,300,level1_typeA,level1,baseline,1.0,0.7448687955998482,1
all10,qwen_instruct,HaPd,300,level2_typeA,level2,baseline,0.5,0.502047046868987,10
round1,qwen_instruct,HaPd,300,level2_typeA,level2,baseline,1.0,0.8704295706237954,1
round10,qwen_instruct,HaPd,300,level2_typeA,level2,baseline,0.0,0.09432744177093111,1
all10,qwen_instruct,HaPd,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9657657035206826,10
round1,qwen_instruct,HaPd,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9864230690290205,1
round10,qwen_instruct,HaPd,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9241418177096882,1
all10,qwen_instruct,HaPd,300,maximin_typeA,maximin,baseline,1.0,0.9768790683718944,10
round1,qwen_instruct,HaPd,300,maximin_typeA,maximin,baseline,1.0,0.9892687863023873,1
round10,qwen_instruct,HaPd,300,maximin_typeA,maximin,baseline,1.0,0.9392375376702474,1
all10,qwen_instruct,HaPd,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9710439066509217,10
round1,qwen_instruct,HaPd,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.997080252120663,1
round10,qwen_instruct,HaPd,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9241418181331534,1
all10,qwen_instruct,HaPd,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.44830564972148873,10
round1,qwen_instruct,HaPd,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.4721272738053717,1
round10,qwen_instruct,HaPd,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.4517875230242426,1
all10,qwen_instruct,HaSh,100,baseline,baseline,baseline,1.0,0.9966753139074145,10
round1,qwen_instruct,HaSh,100,baseline,baseline,baseline,1.0,0.9756477506768436,1
round10,qwen_instruct,HaSh,100,baseline,baseline,baseline,1.0,0.9998105939952495,1
all10,qwen_instruct,HaSh,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9998190173962751,10
round1,qwen_instruct,HaSh,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9983878476761817,1
round10,qwen_instruct,HaSh,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9999903410782086,1
all10,qwen_instruct,HaSh,100,level1_typeA,level1,baseline,1.0,0.9589606492073353,10
round1,qwen_instruct,HaSh,100,level1_typeA,level1,baseline,1.0,0.6713476920615417,1
round10,qwen_instruct,HaSh,100,level1_typeA,level1,baseline,1.0,0.9962982380985334,1
all10,qwen_instruct,HaSh,100,level2_typeA,level2,baseline,0.8,0.6586743319703748,10
round1,qwen_instruct,HaSh,100,level2_typeA,level2,baseline,1.0,0.6970594103209362,1
round10,qwen_instruct,HaSh,100,level2_typeA,level2,baseline,0.0,0.3554339932796903,1
all10,qwen_instruct,HaSh,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9978448226261882,10
round1,qwen_instruct,HaSh,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9807077634482612,1
round10,qwen_instruct,HaSh,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9999423984664655,1
all10,qwen_instruct,HaSh,100,maximin_typeA,maximin,baseline,1.0,0.9945436222440465,10
round1,qwen_instruct,HaSh,100,maximin_typeA,maximin,baseline,1.0,0.9864230944751383,1
round10,qwen_instruct,HaSh,100,maximin_typeA,maximin,baseline,1.0,0.9985685270648916,1
all10,qwen_instruct,HaSh,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9993619353226413,10
round1,qwen_instruct,HaSh,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9947176841020712,1
round10,qwen_instruct,HaSh,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9999844499047671,1
all10,qwen_instruct,HaSh,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.5775650505015338,10
round1,qwen_instruct,HaSh,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.7215937988134701,1
round10,qwen_instruct,HaSh,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.5811220246175174,1
all10,qwen_instruct,HaSh,200,baseline,baseline,baseline,1.0,0.9978830974644282,10
round1,qwen_instruct,HaSh,200,baseline,baseline,baseline,1.0,0.9892687861286449,1
round10,qwen_instruct,HaSh,200,baseline,baseline,baseline,1.0,0.9983878446518754,1
all10,qwen_instruct,HaSh,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9994934810691914,10
round1,qwen_instruct,HaSh,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9962982308008216,1
round10,qwen_instruct,HaSh,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9996951048762183,1
all10,qwen_instruct,HaSh,200,level1_typeA,level1,baseline,1.0,0.9936642030636398,10
round1,qwen_instruct,HaSh,200,level1_typeA,level1,baseline,1.0,0.9879284686982492,1
round10,qwen_instruct,HaSh,200,level1_typeA,level1,baseline,1.0,0.9915231537599418,1
all10,qwen_instruct,HaSh,200,level2_typeA,level2,baseline,1.0,0.7292174294384479,10
round1,qwen_instruct,HaSh,200,level2_typeA,level2,baseline,1.0,0.9153632810740168,1
round10,qwen_instruct,HaSh,200,level2_typeA,level2,baseline,1.0,0.5,1
all10,qwen_instruct,HaSh,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9966434885147324,10
round1,qwen_instruct,HaSh,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9756477032221013,1
round10,qwen_instruct,HaSh,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9991103651350158,1
all10,qwen_instruct,HaSh,200,maximin_typeA,maximin,baseline,1.0,0.9972128197231973,10
round1,qwen_instruct,HaSh,200,maximin_typeA,maximin,baseline,1.0,0.9953077582783747,1
round10,qwen_instruct,HaSh,200,maximin_typeA,maximin,baseline,1.0,0.9970802521891009,1
all10,qwen_instruct,HaSh,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9983687987693713,10
round1,qwen_instruct,HaSh,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9892687871452095,1
round10,qwen_instruct,HaSh,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9985685271139141,1
all10,qwen_instruct,HaSh,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7711108729766167,10
round1,qwen_instruct,HaSh,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8202226437806336,1
round10,qwen_instruct,HaSh,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.777299876348637,1
all10,qwen_instruct,HaSh,300,baseline,baseline,baseline,1.0,0.997121317160898,10
round1,qwen_instruct,HaSh,300,baseline,baseline,baseline,1.0,0.9904617059035911,1
round10,qwen_instruct,HaSh,300,baseline,baseline,baseline,1.0,0.9979553369193159,1
all10,qwen_instruct,HaSh,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9999135635539507,10
round1,qwen_instruct,HaSh,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9997596879999938,1
round10,qwen_instruct,HaSh,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9998318482253786,1
all10,qwen_instruct,HaSh,300,level1_typeA,level1,baseline,1.0,0.9982640816663786,10
round1,qwen_instruct,HaSh,300,level1_typeA,level1,baseline,1.0,0.9979553369225944,1
round10,qwen_instruct,HaSh,300,level1_typeA,level1,baseline,1.0,0.9974070976808883,1
all10,qwen_instruct,HaSh,300,level2_typeA,level2,baseline,1.0,0.8388368825064314,10
round1,qwen_instruct,HaSh,300,level2_typeA,level2,baseline,1.0,0.9756477032743678,1
round10,qwen_instruct,HaSh,300,level2_typeA,level2,baseline,1.0,0.7874335751994838,1
all10,qwen_instruct,HaSh,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9995672827131035,10
round1,qwen_instruct,HaSh,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9974070976269042,1
round10,qwen_instruct,HaSh,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9998955466999971,1
all10,qwen_instruct,HaSh,300,maximin_typeA,maximin,baseline,1.0,0.997053727261928,10
round1,qwen_instruct,HaSh,300,maximin_typeA,maximin,baseline,1.0,0.9958322001513783,1
round10,qwen_instruct,HaSh,300,maximin_typeA,maximin,baseline,1.0,0.9958322005238055,1
all10,qwen_instruct,HaSh,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9994221958535556,10
round1,qwen_instruct,HaSh,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.997407097560961,1
round10,qwen_instruct,HaSh,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9987289829788865,1
all10,qwen_instruct,HaSh,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.5,0.955062255755149,10
round1,qwen_instruct,HaSh,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.9992101336647171,1
round10,qwen_instruct,HaSh,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8112777291455113,1
all10,qwen_instruct,HrAs,100,baseline,baseline,baseline,1.0,0.953226408565542,10
round1,qwen_instruct,HrAs,100,baseline,baseline,baseline,1.0,0.559244422550433,1
round10,qwen_instruct,HrAs,100,baseline,baseline,baseline,1.0,0.9970802465454066,1
all10,qwen_instruct,HrAs,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.999588391932779,10
round1,qwen_instruct,HrAs,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9967123358745043,1
round10,qwen_instruct,HrAs,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9999351168979741,1
all10,qwen_instruct,HrAs,100,level1_typeA,level1,baseline,0.0,0.013808700967393436,10
round1,qwen_instruct,HrAs,100,level1_typeA,level1,baseline,0.0,0.03863161272301968,1
round10,qwen_instruct,HrAs,100,level1_typeA,level1,baseline,0.0,0.002592902412657103,1
all10,qwen_instruct,HrAs,100,level2_typeA,level2,baseline,0.0,0.11359415096078052,10
round1,qwen_instruct,HrAs,100,level2_typeA,level2,baseline,0.0,0.01357693123761644,1
round10,qwen_instruct,HrAs,100,level2_typeA,level2,baseline,0.0,0.04851317031767603,1
all10,qwen_instruct,HrAs,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9825664726842126,10
round1,qwen_instruct,HrAs,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.8564011241503975,1
round10,qwen_instruct,HrAs,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.9976974394835559,1
all10,qwen_instruct,HrAs,100,maximin_typeA,maximin,baseline,0.0,0.06235717385206455,10
round1,qwen_instruct,HrAs,100,maximin_typeA,maximin,baseline,0.0,0.06792258994479161,1
round10,qwen_instruct,HrAs,100,maximin_typeA,maximin,baseline,0.0,0.017164155693755855,1
all10,qwen_instruct,HrAs,100,risk_aversion_typeA,risk_aversion,baseline,0.6,0.6043341787182729,10
round1,qwen_instruct,HrAs,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.32865271548718655,1
round10,qwen_instruct,HrAs,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.9915231690898451,1
all10,qwen_instruct,HrAs,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.3229968855975464,10
round1,qwen_instruct,HrAs,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.29052028228779725,1
round10,qwen_instruct,HrAs,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.23853769894316895,1
all10,qwen_instruct,HrAs,200,baseline,baseline,baseline,0.0,0.029880244838744612,10
round1,qwen_instruct,HrAs,200,baseline,baseline,baseline,0.0,0.12957063571900526,1
round10,qwen_instruct,HrAs,200,baseline,baseline,baseline,0.0,0.002044659263333854,1
all10,qwen_instruct,HrAs,200,inequity_aversion_typeA,inequity_aversion,baseline,0.9,0.9206920867702386,10
round1,qwen_instruct,HrAs,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9879284917212425,1
round10,qwen_instruct,HrAs,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9976974394477992,1
all10,qwen_instruct,HrAs,200,level1_typeA,level1,baseline,0.0,0.0021980201772038707,10
round1,qwen_instruct,HrAs,200,level1_typeA,level1,baseline,0.0,0.0008896348743201701,1
round10,qwen_instruct,HrAs,200,level1_typeA,level1,baseline,0.0,0.001128524486901877,1
all10,qwen_instruct,HrAs,200,level2_typeA,level2,baseline,0.0,0.06400141039725019,10
round1,qwen_instruct,HrAs,200,level2_typeA,level2,baseline,0.0,0.0003434276724252997,1
round10,qwen_instruct,HrAs,200,level2_typeA,level2,baseline,0.0,0.060762460678150894,1
all10,qwen_instruct,HrAs,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.05736640216818388,10
round1,qwen_instruct,HrAs,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.1167256608502945,1
round10,qwen_instruct,HrAs,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.006692851224038092,1
all10,qwen_instruct,HrAs,200,maximin_typeA,maximin,baseline,0.0,0.011227273934763821,10
round1,qwen_instruct,HrAs,200,maximin_typeA,maximin,baseline,0.0,0.0025929023979449017,1
round10,qwen_instruct,HrAs,200,maximin_typeA,maximin,baseline,0.0,0.003287664163988201,1
all10,qwen_instruct,HrAs,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.006794632653527992,10
round1,qwen_instruct,HrAs,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.005946151652395477,1
round10,qwen_instruct,HrAs,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.001612152428188746,1
all10,qwen_instruct,HrAs,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.2048343397688483,10
round1,qwen_instruct,HrAs,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.21759069191131095,1
round10,qwen_instruct,HrAs,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.20277382460428628,1
all10,qwen_instruct,HrAs,300,baseline,baseline,baseline,1.0,0.9274650714785254,10
round1,qwen_instruct,HrAs,300,baseline,baseline,baseline,1.0,0.5883482743291345,1
round10,qwen_instruct,HrAs,300,baseline,baseline,baseline,1.0,0.883274342858693,1
all10,qwen_instruct,HrAs,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9843783522067214,10
round1,qwen_instruct,HrAs,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9056723915888825,1
round10,qwen_instruct,HrAs,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.9693020176262694,1
all10,qwen_instruct,HrAs,300,level1_typeA,level1,baseline,0.0,0.04974078748197669,10
round1,qwen_instruct,HrAs,300,level1_typeA,level1,baseline,0.0,0.0943274434758943,1
round10,qwen_instruct,HrAs,300,level1_typeA,level1,baseline,0.0,0.03863160940231124,1
all10,qwen_instruct,HrAs,300,level2_typeA,level2,baseline,0.2,0.3345753973198106,10
round1,qwen_instruct,HrAs,300,level2_typeA,level2,baseline,0.0,0.10500064011872014,1
round10,qwen_instruct,HrAs,300,level2_typeA,level2,baseline,1.0,0.5,1
all10,qwen_instruct,HrAs,300,loss_aversion_typeA,loss_aversion,baseline,0.0,0.10251348793374729,10
round1,qwen_instruct,HrAs,300,loss_aversion_typeA,loss_aversion,baseline,0.0,0.19332133259258807,1
round10,qwen_instruct,HrAs,300,loss_aversion_typeA,loss_aversion,baseline,0.0,0.07585818062760341,1
all10,qwen_instruct,HrAs,300,maximin_typeA,maximin,baseline,0.0,0.02389344746870388,10
round1,qwen_instruct,HrAs,300,maximin_typeA,maximin,baseline,0.0,0.009538293588162687,1
round10,qwen_instruct,HrAs,300,maximin_typeA,maximin,baseline,0.0,0.017164155765110736,1
all10,qwen_instruct,HrAs,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.000730738362300879,10
round1,qwen_instruct,HrAs,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.0023025561156951122,1
round10,qwen_instruct,HrAs,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.0006226190882073991,1
all10,qwen_instruct,HrAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.0005725289413689656,10
round1,qwen_instruct,HrAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.0001786884118834445,1
round10,qwen_instruct,HrAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.001158608174616707,1
all10,qwen_instruct,HrBa,100,baseline,baseline,baseline,0.0,0.005630524316937877,10
round1,qwen_instruct,HrBa,100,baseline,baseline,baseline,0.0,0.030697926636355517,1
round10,qwen_instruct,HrBa,100,baseline,baseline,baseline,0.0,9.273098600763532e-05,1
all10,qwen_instruct,HrBa,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,1.9733401581160865e-05,10
round1,qwen_instruct,HrBa,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,1.5550065318730224e-05,1
round10,qwen_instruct,HrBa,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,1.133185884929368e-06,1
all10,qwen_instruct,HrBa,100,level1_typeA,level1,baseline,0.0,2.6609898226814544e-05,10
round1,qwen_instruct,HrBa,100,level1_typeA,level1,baseline,0.0,1.7515983465653842e-05,1
round10,qwen_instruct,HrBa,100,level1_typeA,level1,baseline,0.0,1.3804867065245056e-05,1
all10,qwen_instruct,HrBa,100,level2_typeA,level2,baseline,0.0,0.01483603435744434,10
round1,qwen_instruct,HrBa,100,level2_typeA,level2,baseline,0.0,6.488322648303687e-05,1
round10,qwen_instruct,HrBa,100,level2_typeA,level2,baseline,0.0,0.004167799721254028,1
all10,qwen_instruct,HrBa,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.004868955753824332,10
round1,qwen_instruct,HrBa,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.001612152343263799,1
round10,qwen_instruct,HrBa,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.00016815144674981863,1
all10,qwen_instruct,HrBa,100,maximin_typeA,maximin,baseline,0.0,0.002337446666677091,10
round1,qwen_instruct,HrBa,100,maximin_typeA,maximin,baseline,0.0,0.0008896348894762223,1
round10,qwen_instruct,HrBa,100,maximin_typeA,maximin,baseline,0.0,0.0008896331927906394,1
all10,qwen_instruct,HrBa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,3.3256695035015767e-06,10
round1,qwen_instruct,HrBa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,1.8243484013736357e-06,1
round10,qwen_instruct,HrBa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,2.6074312525663034e-06,1
all10,qwen_instruct,HrBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.08285391344445103,10
round1,qwen_instruct,HrBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.08463671968694195,1
round10,qwen_instruct,HrBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.06983122082447088,1
all10,qwen_instruct,HrBa,200,baseline,baseline,baseline,0.0,0.009685058138481953,10
round1,qwen_instruct,HrBa,200,baseline,baseline,baseline,0.0,0.06792259435407669,1
round10,qwen_instruct,HrBa,200,baseline,baseline,baseline,0.0,0.00016815176874789806,1
all10,qwen_instruct,HrBa,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.016010208712680912,10
round1,qwen_instruct,HrBa,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.000386828048647827,1
round10,qwen_instruct,HrBa,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.007532608043607239,1
all10,qwen_instruct,HrBa,200,level1_typeA,level1,baseline,0.0,6.187935335513107e-05,10
round1,qwen_instruct,HrBa,200,level1_typeA,level1,baseline,0.0,0.00013252988483597342,1
round10,qwen_instruct,HrBa,200,level1_typeA,level1,baseline,0.0,1.9730326916279186e-05,1
all10,qwen_instruct,HrBa,200,level2_typeA,level2,baseline,0.0,0.017381457810512334,10
round1,qwen_instruct,HrBa,200,level2_typeA,level2,baseline,0.0,0.00014928195018394002,1
round10,qwen_instruct,HrBa,200,level2_typeA,level2,baseline,0.0,0.024352296038437825,1
all10,qwen_instruct,HrBa,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.0002665251536454954,10
round1,qwen_instruct,HrBa,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.0006226191611296754,1
round10,qwen_instruct,HrBa,200,loss_aversion_typeA,loss_aversion,baseline,0.0,6.48832259177258e-05,1
all10,qwen_instruct,HrBa,200,maximin_typeA,maximin,baseline,0.0,0.0030380143537295976,10
round1,qwen_instruct,HrBa,200,maximin_typeA,maximin,baseline,0.0,0.000701278645828732,1
round10,qwen_instruct,HrBa,200,maximin_typeA,maximin,baseline,0.0,0.0029197478655427814,1
all10,qwen_instruct,HrBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,4.758810992669906e-05,10
round1,qwen_instruct,HrBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,1.9730364444815898e-05,1
round10,qwen_instruct,HrBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,5.999614103155065e-06,1
all10,qwen_instruct,HrBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7921679969652851,10
round1,qwen_instruct,HrBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7824092825883622,1
round10,qwen_instruct,HrBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8066783888290433,1
all10,qwen_instruct,HrBa,300,baseline,baseline,baseline,0.0,0.010117369783158288,10
round1,qwen_instruct,HrBa,300,baseline,baseline,baseline,0.0,0.030697926437928846,1
round10,qwen_instruct,HrBa,300,baseline,baseline,baseline,0.0,0.0010019925200152708,1
